Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction_satisfied,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
0.0,1.0,0.0,1.0,0.0,0.0,0.0,33,631,1,4,1,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,24,641,1,1,1,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,59,448,3,2,3,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,13,692,2,1,2,0,3.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,27,562,3,3,3,7,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,25,277,4,4,4,0,94.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,32,357,4,2,4,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,19,409,3,5,3,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,27,1390,2,4,2,55,43.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,25,236,4,1,4,0,1.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,15,620,1,4,1,4,3.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,27,534,5,4,5,32,19.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,48,1235,4,4,4,74,65.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,24,649,3,4,3,38,45.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,10,594,3,3,3,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,20,1005,1,4,1,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,22,615,5,4,5,92,71.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,35,413,1,4,1,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,24,304,1,5,1,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,25,1055,4,4,4,60,45.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,25,1190,3,3,3,0,1.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,41,308,2,4,2,25,16.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,25,1744,4,2,4,9,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,43,402,2,4,2,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,50,1020,5,5,5,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,27,802,1,5,1,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,27,395,5,2,5,0,19.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,24,1337,2,4,2,26,2.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,42,377,2,5,2,44,46.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,28,453,1,3,1,0,43.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,23,187,2,4,2,16,14.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12,991,2,3,2,62,53.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,34,697,2,3,2,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,39,829,1,4,1,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,18,228,1,3,1,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,41,291,5,4,5,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,35,899,3,4,3,17,21.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,29,1222,3,4,3,3,0.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,25,680,3,3,3,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,27,1192,3,5,3,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,40,894,1,5,1,7,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,24,395,5,4,5,52,48.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,44,1303,2,4,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,37,228,5,3,5,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,26,213,2,4,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,23,337,4,2,4,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,49,190,5,4,5,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,25,508,4,3,4,10,4.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,24,337,1,1,1,58,65.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,8,776,2,4,4,154,180.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,36,1416,3,3,3,22,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,26,592,3,5,3,112,125.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,18,1009,4,3,4,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,27,236,4,4,4,7,6.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,38,578,5,3,5,0,9.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,24,611,1,4,1,1,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,22,188,4,4,4,0,0.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,22,590,5,2,5,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,62,544,1,4,1,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,48,189,3,5,3,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,19,919,5,4,5,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,36,748,5,3,5,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,37,543,4,4,4,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,36,96,2,4,2,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,26,366,1,4,1,1,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,49,239,4,5,4,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,25,997,3,5,3,38,49.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,37,164,3,5,3,63,60.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,31,1041,4,3,4,31,23.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,47,273,5,5,5,28,31.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,42,680,4,5,4,29,28.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,30,333,5,4,5,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,22,334,3,4,3,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,22,447,5,4,5,0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,42,257,2,3,2,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,27,129,5,2,5,0,5.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,24,1118,1,5,1,0,3.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,35,226,1,3,1,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,21,1260,4,5,4,2,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,38,462,1,4,1,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,48,761,2,2,2,12,3.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,36,187,3,3,3,2,3.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,20,86,2,3,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,47,1032,4,4,4,4,16.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,38,797,5,3,5,13,10.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,43,1091,5,4,5,105,112.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,48,1587,1,3,1,4,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,35,1045,2,5,2,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,25,1521,4,5,5,241,241.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,38,624,2,5,2,9,9.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,25,592,2,4,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,24,1158,1,4,1,92,76.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,59,173,1,5,1,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,39,312,3,4,3,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,18,611,1,5,1,15,8.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,24,696,3,5,3,2,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,18,954,5,3,5,0,6.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,25,2586,1,2,4,26,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,27,1491,4,5,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,23,233,4,5,4,29,29.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,59,134,1,3,1,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,34,1305,1,3,5,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,38,1416,4,2,4,66,57.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,23,762,3,5,3,10,6.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,25,524,2,3,2,25,14.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,29,541,1,3,1,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,44,1426,5,4,5,0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,44,406,5,3,5,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,26,129,4,2,4,0,5.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,38,429,2,4,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,23,280,3,2,3,16,13.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,27,552,2,4,2,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,29,1024,5,4,5,0,15.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,24,387,1,4,1,0,4.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,63,247,2,3,2,19,11.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,27,946,1,1,1,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,21,493,1,2,1,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,36,735,3,5,3,33,17.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,44,306,1,4,1,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,18,679,1,4,1,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,47,844,1,5,1,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,33,643,4,5,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,20,895,1,3,1,119,114.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,29,852,5,3,5,0,7.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,48,236,5,3,5,0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,32,304,4,3,4,0,43.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,31,954,1,2,1,59,80.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,46,2370,5,5,5,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,28,2165,4,4,4,0,0.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,32,674,4,3,4,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,20,837,1,5,1,3,17.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,21,683,3,5,3,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,26,187,2,3,2,16,19.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,39,406,4,4,4,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,37,1171,2,4,2,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,37,904,4,4,4,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,23,583,4,5,4,3,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,17,337,1,4,1,26,10.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,21,1500,2,5,2,15,10.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,24,781,2,3,2,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,36,700,2,3,2,1,23.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,12,719,5,4,5,52,32.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,17,967,1,4,1,32,19.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,40,201,2,3,2,5,7.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,25,985,3,4,3,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,24,720,4,3,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,21,366,3,3,3,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,50,523,2,5,2,0,13.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,36,930,5,4,3,178,183.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,32,373,4,1,4,4,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,25,238,5,5,5,31,32.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,24,792,4,5,4,170,182.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,22,1201,3,3,3,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,22,383,5,5,5,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,26,2419,1,4,4,0,13.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,27,447,3,5,3,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,21,444,4,4,4,7,2.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,40,624,3,4,3,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,22,451,1,1,1,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,27,594,1,3,1,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,19,817,3,1,3,6,6.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,39,666,2,3,2,26,0.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,29,2442,1,1,3,0,2.0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,65,584,4,4,4,0,13.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,46,1023,2,5,2,10,6.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,61,304,4,3,4,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,32,776,1,5,1,22,25.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,22,561,4,5,4,35,39.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,27,674,1,2,1,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,28,937,3,4,3,2,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,21,994,3,5,3,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,34,459,2,1,2,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,23,551,5,4,5,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,24,600,4,4,4,0,6.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,39,239,5,5,5,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,41,630,2,5,2,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,29,1390,4,5,4,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,16,589,2,4,2,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,29,600,4,4,4,3,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,38,175,1,3,1,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,45,356,5,4,5,15,5.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,42,1289,1,5,1,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,49,1726,5,3,5,0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,29,984,5,3,5,113,109.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,26,612,2,1,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,22,109,5,1,5,69,69.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,37,137,3,5,3,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,47,609,3,2,3,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,45,282,5,3,5,2,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,43,378,2,5,2,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,36,628,2,5,2,7,19.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,28,1293,2,3,2,1,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,35,937,1,5,1,1,22.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,25,649,4,1,4,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,24,551,4,5,4,0,17.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,26,1986,4,4,4,87,85.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,25,501,3,3,3,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,23,1380,1,4,1,0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,27,719,2,4,2,61,46.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,29,1096,3,4,3,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,50,502,4,3,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,39,300,3,1,3,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,22,1303,4,5,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,18,247,4,3,4,3,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,24,743,4,3,4,14,18.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,18,1259,4,5,4,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,41,488,4,3,4,18,13.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,18,466,2,3,2,142,137.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,40,325,2,5,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,23,749,1,4,1,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,18,828,3,4,3,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,35,319,1,4,1,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,25,1008,1,4,1,11,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,26,175,2,5,2,39,35.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,21,802,1,5,1,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,27,1046,3,5,3,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,8,849,5,2,5,23,14.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,22,417,2,4,2,1,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,42,236,1,4,1,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,39,685,5,5,4,652,638.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,21,821,5,5,5,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,39,1269,1,4,1,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,40,287,5,2,5,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,34,711,4,4,4,7,37.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,26,429,3,4,3,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,15,860,4,4,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,39,797,2,4,2,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,30,1547,5,5,5,40,44.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,22,1096,1,5,1,0,1.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,36,737,5,5,5,44,32.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,20,429,4,4,4,19,14.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,25,2402,5,3,5,11,29.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,34,457,1,4,1,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,30,391,4,2,4,7,7.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,44,287,4,1,4,8,10.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,30,1445,2,4,2,1,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,41,1331,3,5,3,1,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,21,402,1,3,1,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,17,562,5,3,5,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,23,301,5,3,5,25,15.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,22,760,4,4,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,25,370,1,2,1,9,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,25,531,2,5,2,0,0.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,29,1497,4,3,4,118,107.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,25,1387,5,2,5,3,49.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,22,641,5,3,5,3,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,24,451,2,3,2,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,25,912,5,1,5,107,92.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,24,460,5,5,5,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,25,308,4,2,4,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,28,628,2,5,2,9,1.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,34,2454,1,4,1,2,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,36,322,1,3,1,2,11.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,32,374,4,5,4,69,59.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,24,447,1,4,1,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,28,1055,4,4,4,1,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,21,859,3,3,3,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,20,255,3,5,3,90,82.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,38,416,4,3,4,4,1.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,25,441,4,4,4,45,30.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,25,407,2,4,2,14,12.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,24,83,5,4,5,0,19.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,23,304,3,5,3,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,57,293,2,4,2,1,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,35,175,1,2,1,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,25,794,4,5,4,37,34.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,31,1747,1,5,1,14,8.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,51,628,4,1,4,8,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,20,321,2,3,2,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,24,722,4,3,4,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,40,802,1,5,1,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,22,455,4,1,4,0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,28,1592,1,3,1,0,1.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,22,326,1,1,1,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,22,489,4,3,4,0,6.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,22,266,3,4,2,184,179.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,26,404,1,1,1,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,39,453,4,4,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,27,421,2,5,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,36,1120,5,3,5,70,67.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,17,357,4,3,1,163,179.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,22,641,3,4,3,42,41.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,39,532,2,4,2,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,22,731,2,5,2,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,29,2342,5,3,5,28,13.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,25,945,4,4,4,25,26.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,30,453,3,4,3,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,21,574,2,5,2,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,17,979,5,4,5,57,52.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,22,802,1,4,1,42,40.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,12,861,4,3,4,13,14.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,38,2279,3,4,3,0,0.0
1.0,1.0,1.0,0.0,1.0,0.0,0.0,20,1042,2,5,2,5,8.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,26,402,2,3,2,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,32,787,5,5,5,0,3.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,45,168,3,5,3,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,15,438,3,4,3,2,6.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,37,96,4,4,4,123,124.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,34,1723,2,4,2,19,1.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,63,906,2,4,2,9,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,25,630,2,4,2,0,25.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,27,620,3,4,3,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,37,337,3,5,3,69,58.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,17,432,5,4,5,38,37.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,24,391,2,5,2,1,0.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,43,308,1,1,1,0,6.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,34,368,3,4,3,18,10.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,26,775,2,4,2,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,29,2475,1,1,1,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,39,628,1,3,1,33,26.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,25,305,1,5,1,44,30.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,17,413,3,3,3,49,41.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,17,404,2,3,2,0,0.0
